id,pdb_id,gpcr_name,gpcr_class,subfamily,uniprot_id,species,description,method,resolution,pubmed_id,deposition_date,reference,gene_name,raw_pdb_file,mapping_pdb_file,fasta
,5N2S,ADENOSINE RECEPTOR A1,a,ADENOSINE AND ADENINE NUCLEOTIDE RECEPTORS,P30542,HOMO SAPIENS (HUMAN),CRYSTAL STRUCTURE OF STABILIZED A1 RECEPTOR IN COMPLEX WITH PSB36 AT 3.3A RESOLUTION,x,3.3,28712806,2017-02-08,"CHENG ET AL. STRUCTURES OF HUMAN A1 AND A2A ADENOSINE RECEPTORS WITH XANTHINES REVEAL DETERMINANTS OF SELECTIVITY. STRUCTURE. 2017, 25, 1275.",ADORA1,raw_pdbs/5N2S.pdb,mapped_pdb/5N2S_atlas.pdb,fastas/5N2S.fasta
,5NDD,PROTEINASE-ACTIVATED RECEPTOR 2,a,PROTEINASE-ACTIVATED RECEPTORS,P55085,HOMO SAPIENS (HUMAN),CRYSTAL STRUCTURE OF A THERMOSTABILISED HUMAN PROTEASE-ACTIVATED RECEPTOR-2 (PAR2) IN COMPLEX WITH AZ8838 AT 2.8 ANGSTROM RESOLUTION,x,2.8,28445455,2017-03-08,"CHENG ET AL. STRUCTURAL INSIGHT INTO ALLOSTERIC MODULATION OF PROTEASE-ACTIVATED RECEPTOR 2. NATURE. 2017, 545, 112.",F2RL1,raw_pdbs/5NDD.pdb,mapped_pdb/5NDD_atlas.pdb,fastas/5NDD.fasta
,5NDZ,PROTEINASE-ACTIVATED RECEPTOR 2,a,PROTEINASE-ACTIVATED RECEPTORS,P55085,HOMO SAPIENS (HUMAN),CRYSTAL STRUCTURE OF A THERMOSTABILISED HUMAN PROTEASE-ACTIVATED RECEPTOR-2 (PAR2) IN COMPLEX WITH AZ3451 AT 3.6 ANGSTROM RESOLUTION,x,3.6,28445455,2017-03-09,"CHENG ET AL. STRUCTURAL INSIGHT INTO ALLOSTERIC MODULATION OF PROTEASE-ACTIVATED RECEPTOR 2. NATURE. 2017, 545, 112.",F2RL1,raw_pdbs/5NDZ.pdb,mapped_pdb/5NDZ_atlas.pdb,fastas/5NDZ.fasta
,5NJ6,PROTEINASE-ACTIVATED RECEPTOR 2,a,PROTEINASE-ACTIVATED RECEPTORS,P55085,HOMO SAPIENS (HUMAN),CRYSTAL STRUCTURE OF A THERMOSTABILISED HUMAN PROTEASE-ACTIVATED RECEPTOR-2 (PAR2) IN TERNARY COMPLEX WITH FAB3949 AND AZ7188 AT 4.0 ANGSTROM RESOLUTION,x,4,28445455,2017-03-28,"CHENG ET AL. STRUCTURAL INSIGHT INTO ALLOSTERIC MODULATION OF PROTEASE-ACTIVATED RECEPTOR 2. NATURE. 2017, 545, 112.",F2RL1,raw_pdbs/5NJ6.pdb,mapped_pdb/5NJ6_atlas.pdb,fastas/5NJ6.fasta
,5NLX,ADENOSINE RECEPTOR A2A,a,ADENOSINE AND ADENINE NUCLEOTIDE RECEPTORS,P29274,HOMO SAPIENS (HUMAN),A2A ADENOSINE RECEPTOR ROOM-TEMPERATURE STRUCTURE DETERMINED BY SERIAL MILLISECOND CRYSTALLOGRAPHY,x,2.14,28912485,2017-04-05,"WEINERT ET AL. SERIAL MILLISECOND CRYSTALLOGRAPHY FOR ROUTINE ROOM-TEMPERATURE STRUCTURE DETERMINATION AT SYNCHROTRONS. NAT COMMUN. 2017, 8, 542.",ADORA2A,raw_pdbs/5NLX.pdb,mapped_pdb/5NLX_atlas.pdb,fastas/5NLX.fasta
,5NM2,ADENOSINE RECEPTOR A2A,a,ADENOSINE AND ADENINE NUCLEOTIDE RECEPTORS,P29274,HOMO SAPIENS (HUMAN),A2A ADENOSINE RECEPTOR CRYO STRUCTURE,x,1.95,28912485,2017-04-05,"WEINERT ET AL. SERIAL MILLISECOND CRYSTALLOGRAPHY FOR ROUTINE ROOM-TEMPERATURE STRUCTURE DETERMINATION AT SYNCHROTRONS. NAT COMMUN. 2017, 8, 542.",ADORA2A,raw_pdbs/5NM2.pdb,mapped_pdb/5NM2_atlas.pdb,fastas/5NM2.fasta
,5NM4,ADENOSINE RECEPTOR A2A,a,ADENOSINE AND ADENINE NUCLEOTIDE RECEPTORS,P29274,HOMO SAPIENS (HUMAN),A2A ADENOSINE RECEPTOR ROOM-TEMPERATURE STRUCTURE DETERMINED BY SERIAL FEMTOSECOND CRYSTALLOGRAPHY,x,1.7,28912485,2017-04-05,"WEINERT ET AL. SERIAL MILLISECOND CRYSTALLOGRAPHY FOR ROUTINE ROOM-TEMPERATURE STRUCTURE DETERMINATION AT SYNCHROTRONS. NAT COMMUN. 2017, 8, 542.",ADORA2A,raw_pdbs/5NM4.pdb,mapped_pdb/5NM4_atlas.pdb,fastas/5NM4.fasta
,5NX2,GLUCAGON-LIKE PEPTIDE 1 RECEPTOR,b,,P43220,HOMO SAPIENS (HUMAN),CRYSTAL STRUCTURE OF THERMOSTABILISED FULL-LENGTH GLP-1R IN COMPLEX WITH A TRUNCATED PEPTIDE AGONIST AT 3.7 A RESOLUTION,x,3.7,28562585,2017-05-09,"JAZAYERI ET AL. CRYSTAL STRUCTURE OF THE GLP-1 RECEPTOR BOUND TO A PEPTIDE AGONIST. NATURE. 2017, 546, 254.",GLP1R,raw_pdbs/5NX2.pdb,mapped_pdb/5NX2_atlas.pdb,fastas/5NX2.fasta
,5O9H,C5A ANAPHYLATOXIN CHEMOTACTIC RECEPTOR 1,a,CHEMOKINES AND CHEMOTACTIC FACTORS RECEPTORS,P21730,HOMO SAPIENS (HUMAN),CRYSTAL STRUCTURE OF THERMOSTABILISED HUMAN C5A ANAPHYLATOXIN CHEMOTACTIC RECEPTOR 1 (C5AR) IN COMPLEX WITH NDT9513727,x,2.7,29300009,2017-06-19,"ROBERTSON ET AL. STRUCTURE OF THE COMPLEMENT C5A RECEPTOR BOUND TO THE EXTRA-HELICAL ANTAGONIST NDT9513727. NATURE. 2018, 553, 111.",C5AR1,raw_pdbs/5O9H.pdb,mapped_pdb/5O9H_atlas.pdb,fastas/5O9H.fasta
,5OLG,ADENOSINE RECEPTOR A2A,a,ADENOSINE AND ADENINE NUCLEOTIDE RECEPTORS,P29274,HOMO SAPIENS (HUMAN),STRUCTURE OF THE A2A-STAR2-BRIL562-ZM241385 COMPLEX AT 1.86A OBTAINED FROM IN MESO SOAKING EXPERIMENTS.,x,1.87,29311713,2017-07-27,"RUCKTOOA ET AL. TOWARDS HIGH THROUGHPUT GPCR CRYSTALLOGRAPHY: IN MESO SOAKING OF ADENOSINE A2A RECEPTOR CRYSTALS. SCI REP. 2018, 8, 41.",ADORA2A,raw_pdbs/5OLG.pdb,mapped_pdb/5OLG_atlas.pdb,fastas/5OLG.fasta
,5OLH,ADENOSINE RECEPTOR A2A,a,ADENOSINE AND ADENINE NUCLEOTIDE RECEPTORS,P29274,HOMO SAPIENS (HUMAN),STRUCTURE OF THE A2A-STAR2-BRIL562-VIPADENANT COMPLEX AT 2.6A OBTAINED FROM IN MESO SOAKING EXPERIMENTS.,x,2.6,29311713,2017-07-27,"RUCKTOOA ET AL. TOWARDS HIGH THROUGHPUT GPCR CRYSTALLOGRAPHY: IN MESO SOAKING OF ADENOSINE A2A RECEPTOR CRYSTALS. SCI REP. 2018, 8, 41.",ADORA2A,raw_pdbs/5OLH.pdb,mapped_pdb/5OLH_atlas.pdb,fastas/5OLH.fasta
,5OLO,ADENOSINE RECEPTOR A2A,a,ADENOSINE AND ADENINE NUCLEOTIDE RECEPTORS,P29274,HOMO SAPIENS (HUMAN),STRUCTURE OF THE A2A-STAR2-BRIL562-TOZADENANT COMPLEX AT 3.1A OBTAINED FROM IN MESO SOAKING EXPERIMENTS.,x,3.1,29311713,2017-07-28,"RUCKTOOA ET AL. TOWARDS HIGH THROUGHPUT GPCR CRYSTALLOGRAPHY: IN MESO SOAKING OF ADENOSINE A2A RECEPTOR CRYSTALS. SCI REP. 2018, 8, 41.",ADORA2A,raw_pdbs/5OLO.pdb,mapped_pdb/5OLO_atlas.pdb,fastas/5OLO.fasta
,5OLV,ADENOSINE RECEPTOR A2A,a,ADENOSINE AND ADENINE NUCLEOTIDE RECEPTORS,P29274,HOMO SAPIENS (HUMAN),STRUCTURE OF THE A2A-STAR2-BRIL562-LUAA47070 COMPLEX AT 2.0A OBTAINED FROM IN MESO SOAKING EXPERIMENTS.,x,2,29311713,2017-07-28,"RUCKTOOA ET AL. TOWARDS HIGH THROUGHPUT GPCR CRYSTALLOGRAPHY: IN MESO SOAKING OF ADENOSINE A2A RECEPTOR CRYSTALS. SCI REP. 2018, 8, 41.",ADORA2A,raw_pdbs/5OLV.pdb,mapped_pdb/5OLV_atlas.pdb,fastas/5OLV.fasta
,5OLZ,ADENOSINE RECEPTOR A2A,a,ADENOSINE AND ADENINE NUCLEOTIDE RECEPTORS,P29274,HOMO SAPIENS (HUMAN),STRUCTURE OF THE A2A-STAR2-BRIL562-COMPOUND 4E COMPLEX AT 1.9A OBTAINED FROM BESPOKE CO-CRYSTALLISATION EXPERIMENTS.,x,1.9,29311713,2017-07-28,"RUCKTOOA ET AL. TOWARDS HIGH THROUGHPUT GPCR CRYSTALLOGRAPHY: IN MESO SOAKING OF ADENOSINE A2A RECEPTOR CRYSTALS. SCI REP. 2018, 8, 41.",ADORA2A,raw_pdbs/5OLZ.pdb,mapped_pdb/5OLZ_atlas.pdb,fastas/5OLZ.fasta
,5OM1,ADENOSINE RECEPTOR A2A,a,ADENOSINE AND ADENINE NUCLEOTIDE RECEPTORS,P29274,HOMO SAPIENS (HUMAN),STRUCTURE OF THE A2A-STAR2-BRIL562-COMPOUND 4E COMPLEX AT 2.1A OBTAINED FROM IN MESO SOAKING EXPERIMENTS (1 HOUR SOAK).,x,2.1,29311713,2017-07-28,"RUCKTOOA ET AL. TOWARDS HIGH THROUGHPUT GPCR CRYSTALLOGRAPHY: IN MESO SOAKING OF ADENOSINE A2A RECEPTOR CRYSTALS. SCI REP. 2018, 8, 41.",ADORA2A,raw_pdbs/5OM1.pdb,mapped_pdb/5OM1_atlas.pdb,fastas/5OM1.fasta
,5OM4,ADENOSINE RECEPTOR A2A,a,ADENOSINE AND ADENINE NUCLEOTIDE RECEPTORS,P29274,HOMO SAPIENS (HUMAN),STRUCTURE OF THE A2A-STAR2-BRIL562-COMPOUND 4E COMPLEX AT 1.86A OBTAINED FROM IN MESO SOAKING EXPERIMENTS (24 HOUR SOAK).,x,2,29311713,2017-07-28,"RUCKTOOA ET AL. TOWARDS HIGH THROUGHPUT GPCR CRYSTALLOGRAPHY: IN MESO SOAKING OF ADENOSINE A2A RECEPTOR CRYSTALS. SCI REP. 2018, 8, 41.",ADORA2A,raw_pdbs/5OM4.pdb,mapped_pdb/5OM4_atlas.pdb,fastas/5OM4.fasta
,5T04,NEUROTENSIN RECEPTOR TYPE 1,a,NEUROTENSIN RECEPTORS,P20789,RATTUS NORVEGICUS (RAT),STRUCTURE OF CONSTITUTIVELY ACTIVE NEUROTENSIN RECEPTOR,x,3.3,27924846,2016-08-15,"KRUMM ET AL. STRUCTURE AND DYNAMICS OF A CONSTITUTIVELY ACTIVE NEUROTENSIN RECEPTOR. SCI REP. 2016, 6, 38564.",Ntsr1,raw_pdbs/5T04.pdb,mapped_pdb/5T04_atlas.pdb,fastas/5T04.fasta
,5T1A,C-C CHEMOKINE RECEPTOR TYPE 2,a,CHEMOKINES AND CHEMOTACTIC FACTORS RECEPTORS,P41597,HOMO SAPIENS (HUMAN),STRUCTURE OF CC CHEMOKINE RECEPTOR 2 WITH ORTHOSTERIC AND ALLOSTERIC ANTAGONISTS,x,2.81,27926736,2016-08-18,"ZHENG ET AL. STRUCTURE OF CC CHEMOKINE RECEPTOR 2 WITH ORTHOSTERIC AND ALLOSTERIC ANTAGONISTS. NATURE. 2016, 540, 458.",CCR2,raw_pdbs/5T1A.pdb,mapped_pdb/5T1A_atlas.pdb,fastas/5T1A.fasta
,5TE3,RHODOPSIN,a,OPSINS,P02699,BOS TAURUS (BOVINE),CRYSTAL STRUCTURE OF BOS TAURUS OPSIN AT 2.7 ANGSTROM,x,2.7,28289214,2016-09-20,"GULATI ET AL. PHOTOCYCLIC BEHAVIOR OF RHODOPSIN INDUCED BY AN ATYPICAL ISOMERIZATION MECHANISM. PROC. NATL. ACAD. SCI. U.S.A. 2017, 114, E2608.",RHO,raw_pdbs/5TE3.pdb,mapped_pdb/5TE3_atlas.pdb,fastas/5TE3.fasta
,5TE5,RHODOPSIN,a,OPSINS,P02699,BOS TAURUS (BOVINE),CRYSTAL STRUCTURE OF BOS TAURUS OPSIN REGENERATED WITH 6-CARBON RING RETINAL CHROMOPHORE,x,4.01,28289214,2016-09-20,"GULATI ET AL. PHOTOCYCLIC BEHAVIOR OF RHODOPSIN INDUCED BY AN ATYPICAL ISOMERIZATION MECHANISM. PROC. NATL. ACAD. SCI. U.S.A. 2017, 114, E2608.",RHO,raw_pdbs/5TE5.pdb,mapped_pdb/5TE5_atlas.pdb,fastas/5TE5.fasta
,5TGZ,CANNABINOID RECEPTOR 1,a,CANNABINOIDS RECEPTORS,P21554,HOMO SAPIENS (HUMAN),CRYSTAL STRUCTURE OF THE HUMAN CANNABINOID RECEPTOR CB1,x,2.8,27768894,2016-09-28,"HUA ET AL. CRYSTAL STRUCTURE OF THE HUMAN CANNABINOID RECEPTOR CB1. CELL. 2016, 167, 750.",CNR1,raw_pdbs/5TGZ.pdb,mapped_pdb/5TGZ_atlas.pdb,fastas/5TGZ.fasta
,5TUD,5-HYDROXYTRYPTAMINE RECEPTOR 2B,a,SEROTONIN RECEPTORS,P41595,HOMO SAPIENS (HUMAN),STRUCTURAL INSIGHTS INTO THE EXTRACELLULAR RECOGNITION OF THE HUMAN SEROTONIN 2B RECEPTOR BY AN ANTIBODY,x,3,28716900,2016-11-05,"ISHCHENKO ET AL. STRUCTURAL INSIGHTS INTO THE EXTRACELLULAR RECOGNITION OF THE HUMAN SEROTONIN 2B RECEPTOR BY AN ANTIBODY. PROC. NATL. ACAD. SCI. U.S.A. 2017, 114, 8223.",HTR2B,raw_pdbs/5TUD.pdb,mapped_pdb/5TUD_atlas.pdb,fastas/5TUD.fasta
,5TVN,5-HYDROXYTRYPTAMINE RECEPTOR 2B,a,SEROTONIN RECEPTORS,P41595,HOMO SAPIENS (HUMAN),CRYSTAL STRUCTURE OF THE LSD-BOUND 5-HT2B RECEPTOR,x,2.9,28129538,2016-11-09,"WACKER ET AL. CRYSTAL STRUCTURE OF AN LSD-BOUND HUMAN SEROTONIN RECEPTOR. CELL. 2017, 168, 377.",HTR2B,raw_pdbs/5TVN.pdb,mapped_pdb/5TVN_atlas.pdb,fastas/5TVN.fasta
,5TZR,FREE FATTY ACID RECEPTOR 1,a,FREE FATTY ACID RECEPTORS,O14842,HOMO SAPIENS (HUMAN),GPR40 IN COMPLEX WITH PARTIAL AGONIST MK-8666,x,2.2,28581512,2016-11-22,"LU ET AL. STRUCTURAL BASIS FOR THE COOPERATIVE ALLOSTERIC ACTIVATION OF THE FREE FATTY ACID RECEPTOR GPR40. NAT. STRUCT. MOL. BIOL. 2017, 24, 570.",FFAR1,raw_pdbs/5TZR.pdb,mapped_pdb/5TZR_atlas.pdb,fastas/5TZR.fasta
,5TZY,FREE FATTY ACID RECEPTOR 1,a,FREE FATTY ACID RECEPTORS,O14842,HOMO SAPIENS (HUMAN),GPR40 IN COMPLEX WITH AGOPAM AP8 AND PARTIAL AGONIST MK-8666,x,3.22,28581512,2016-11-22,"LU ET AL. STRUCTURAL BASIS FOR THE COOPERATIVE ALLOSTERIC ACTIVATION OF THE FREE FATTY ACID RECEPTOR GPR40. NAT. STRUCT. MOL. BIOL. 2017, 24, 570.",FFAR1,raw_pdbs/5TZY.pdb,mapped_pdb/5TZY_atlas.pdb,fastas/5TZY.fasta
,5U09,CANNABINOID RECEPTOR 1,a,CANNABINOIDS RECEPTORS,P21554,HOMO SAPIENS (HUMAN),HIGH-RESOLUTION CRYSTAL STRUCTURE OF THE HUMAN CB1 CANNABINOID RECEPTOR,x,2.6,27851727,2016-11-23,SHAO ET AL. HIGH-RESOLUTION CRYSTAL STRUCTURE OF THE HUMAN CB1 CANNABINOID RECEPTOR. NATURE. 2016.,CNR1,raw_pdbs/5U09.pdb,mapped_pdb/5U09_atlas.pdb,fastas/5U09.fasta
,5UEN,ADENOSINE RECEPTOR A1,a,ADENOSINE AND ADENINE NUCLEOTIDE RECEPTORS,P30542,HOMO SAPIENS (HUMAN),CRYSTAL STRUCTURE OF THE HUMAN ADENOSINE A1 RECEPTOR A1AR-BRIL IN COMPLEX WITH THE COVALENT ANTAGONIST DU172 AT 3.2A RESOLUTION,x,3.2,28235198,2017-01-03,"GLUKHOVA ET AL. STRUCTURE OF THE ADENOSINE A1 RECEPTOR REVEALS THE BASIS FOR SUBTYPE SELECTIVITY. CELL. 2017, 168, 867.",ADORA1,raw_pdbs/5UEN.pdb,mapped_pdb/5UEN_atlas.pdb,fastas/5UEN.fasta
,5UIG,ADENOSINE RECEPTOR A2A,a,ADENOSINE AND ADENINE NUCLEOTIDE RECEPTORS,P29274,HOMO SAPIENS (HUMAN),CRYSTAL STRUCTURE OF ADENOSINE A2A RECEPTOR BOUND TO A NOVEL TRIAZOLE-CARBOXIMIDAMIDE ANTAGONIST,x,3.5,28167788,2017-01-13,"SUN ET AL. CRYSTAL STRUCTURE OF THE ADENOSINE A2A RECEPTOR BOUND TO AN ANTAGONIST REVEALS A POTENTIAL ALLOSTERIC POCKET. PROC. NATL. ACAD. SCI. U.S.A. 2017, 114, 2066.",ADORA2A,raw_pdbs/5UIG.pdb,mapped_pdb/5UIG_atlas.pdb,fastas/5UIG.fasta
,5UIW,C-C CHEMOKINE RECEPTOR TYPE 5,a,CHEMOKINES AND CHEMOTACTIC FACTORS RECEPTORS,P51681,HOMO SAPIENS (HUMAN),CRYSTAL STRUCTURE OF CC CHEMOKINE RECEPTOR 5 (CCR5) IN COMPLEX WITH HIGH POTENCY HIV ENTRY INHIBITOR 5P7-CCL5,x,2.2,28636951,2017-01-15,"ZHENG ET AL. STRUCTURE OF CC CHEMOKINE RECEPTOR 5 WITH A POTENT CHEMOKINE ANTAGONIST REVEALS MECHANISMS OF CHEMOKINE RECOGNITION AND MOLECULAR MIMICRY BY HIV. IMMUNITY. 2017, 46, 1005.",CCR5,raw_pdbs/5UIW.pdb,mapped_pdb/5UIW_atlas.pdb,fastas/5UIW.fasta
,5UNF,TYPE-2 ANGIOTENSIN II RECEPTOR,a,ANGIOTENSIN RECEPTORS,P50052,HOMO SAPIENS (HUMAN),"XFEL STRUCTURE OF HUMAN ANGIOTENSIN II TYPE 2 RECEPTOR (MONOCLINIC FORM) IN COMPLEX WITH COMPOUND 1 (N-BENZYL-N-(2-ETHYL-4-OXO-3-{[2'-(2H-TETRAZOL-5-YL)[1,1'-BIPHENYL]-4-YL])",x,2.8,28379944,2017-01-30,"ZHANG ET AL. STRUCTURAL BASIS FOR SELECTIVITY AND DIVERSITY IN ANGIOTENSIN II RECEPTORS. NATURE. 2017, 544, 327.",AGTR2,raw_pdbs/5UNF.pdb,mapped_pdb/5UNF_atlas.pdb,fastas/5UNF.fasta
,5UNG,TYPE-2 ANGIOTENSIN II RECEPTOR,a,ANGIOTENSIN RECEPTORS,P50052,HOMO SAPIENS (HUMAN),"XFEL STRUCTURE OF HUMAN ANGIOTENSIN II TYPE 2 RECEPTOR (ORTHORHOMBIC FORM) IN COMPLEX WITH COMPOUND 1 (N-BENZYL-N-(2-ETHYL-4-OXO-3-{[2'-(2H-TETRAZOL-5-YL)[1,1'-BIPHENYL]-4-YL] METHYL}-3,4-DIHYDROQUINAZOLIN-6-YL)THIOPHENE-2-CARBOXAMIDE)",x,2.8,28379944,2017-01-30,"ZHANG ET AL. STRUCTURAL BASIS FOR SELECTIVITY AND DIVERSITY IN ANGIOTENSIN II RECEPTORS. NATURE. 2017, 544, 327.",AGTR2,raw_pdbs/5UNG.pdb,mapped_pdb/5UNG_atlas.pdb,fastas/5UNG.fasta
,5UNH,TYPE-2 ANGIOTENSIN II RECEPTOR,a,ANGIOTENSIN RECEPTORS,P50052,HOMO SAPIENS (HUMAN),"SYNCHROTRON STRUCTURE OF HUMAN ANGIOTENSIN II TYPE 2 RECEPTOR IN COMPLEX WITH COMPOUND 2 (N-[(FURAN-2-YL)METHYL]-N-(4-OXO-2-PROPYL-3-{[2'-(2H-TETRAZOL-5-YL)[1,1'- BIPHENYL]-4-YL]METHYL}-3,4-DIHYDROQUINAZOLIN-6-YL)BENZAMIDE)",x,2.9,28379944,2017-01-30,"ZHANG ET AL. STRUCTURAL BASIS FOR SELECTIVITY AND DIVERSITY IN ANGIOTENSIN II RECEPTORS. NATURE. 2017, 544, 327.",AGTR2,raw_pdbs/5UNH.pdb,mapped_pdb/5UNH_atlas.pdb,fastas/5UNH.fasta
,5UVI,ADENOSINE RECEPTOR A2A,a,ADENOSINE AND ADENINE NUCLEOTIDE RECEPTORS,P29274,HOMO SAPIENS (HUMAN),SERIAL MILLISECOND CRYSTALLOGRAPHY OF MEMBRANE AND SOLUBLE PROTEIN MICRO-CRYSTALS USING SYNCHROTRON RADIATION,x,3.2,28875031,2017-02-20,"MARTIN-GARCIA ET AL. SERIAL MILLISECOND CRYSTALLOGRAPHY OF MEMBRANE AND SOLUBLE PROTEIN MICROCRYSTALS USING SYNCHROTRON RADIATION. IUCRJ. 2017, 4, 439.",ADORA2A,raw_pdbs/5UVI.pdb,mapped_pdb/5UVI_atlas.pdb,fastas/5UVI.fasta
,5UZ7,CALCITONIN RECEPTOR,b,,P30988,HOMO SAPIENS (HUMAN),VOLTA PHASE PLATE CRYO-ELECTRON MICROSCOPY STRUCTURE OF A CALCITONIN RECEPTOR-HETEROTRIMERIC GS PROTEIN COMPLEX,e,4.1,28437792,2017-02-24,"LIANG ET AL. PHASE-PLATE CRYO-EM STRUCTURE OF A CLASS B GPCR-G-PROTEIN COMPLEX. NATURE. 2017, 546, 118.",CALCR,raw_pdbs/5UZ7.pdb,mapped_pdb/5UZ7_atlas.pdb,fastas/5UZ7.fasta
,5V54,5-HYDROXYTRYPTAMINE RECEPTOR 1B,a,SEROTONIN RECEPTORS,P28222,HOMO SAPIENS (HUMAN),CRYSTAL STRUCTURE OF 5-HT1B RECEPTOR IN COMPLEX WITH METHIOTHEPIN,x,3.9,,2017-03-13,YIN ET AL. A COMMON ANTAGONISTIC MECHANISM FOR CLASS A GPCRS REVEALED BY THE STRUCTURE OF THE HUMAN 5-HT1B SEROTONIN RECEPTOR BOUND TO AN ANTAGONIST. CELL DISCOV. 2018.,HTR1B,raw_pdbs/5V54.pdb,mapped_pdb/5V54_atlas.pdb,fastas/5V54.fasta
,5V56,SMOOTHENED HOMOLOG,f,,Q99835,HOMO SAPIENS (HUMAN),2.9A XFEL STRUCTURE OF THE MULTI-DOMAIN HUMAN SMOOTHENED RECEPTOR (WITH E194M MUTATION) IN COMPLEX WITH TC114,x,2.9,28513578,2017-03-13,"ZHANG ET AL. CRYSTAL STRUCTURE OF A MULTI-DOMAIN HUMAN SMOOTHENED RECEPTOR IN COMPLEX WITH A SUPER STABILIZING LIGAND. NAT COMMUN. 2017, 8, 15383.",SMO,raw_pdbs/5V56.pdb,mapped_pdb/5V56_atlas.pdb,fastas/5V56.fasta
,5V57,SMOOTHENED HOMOLOG,f,,Q99835,HOMO SAPIENS (HUMAN),3.0A SYN STRUCTURE OF THE MULTI-DOMAIN HUMAN SMOOTHENED RECEPTOR IN COMPLEX WITH TC114,x,3,28513578,2017-03-13,"ZHANG ET AL. CRYSTAL STRUCTURE OF A MULTI-DOMAIN HUMAN SMOOTHENED RECEPTOR IN COMPLEX WITH A SUPER STABILIZING LIGAND. NAT COMMUN. 2017, 8, 15383.",SMO,raw_pdbs/5V57.pdb,mapped_pdb/5V57_atlas.pdb,fastas/5V57.fasta
,5VAI,GLUCAGON-LIKE PEPTIDE 1 RECEPTOR,b,,G1SGD4,ORYCTOLAGUS CUNICULUS (RABBIT),CRYO-EM STRUCTURE OF THE ACTIVATED GLUCAGON-LIKE PEPTIDE-1 RECEPTOR IN COMPLEX WITH G PROTEIN,e,4.1,28538729,2017-03-27,"ZHANG ET AL. CRYO-EM STRUCTURE OF THE ACTIVATED GLP-1 RECEPTOR IN COMPLEX WITH A G PROTEIN. NATURE. 2017, 546, 248.",GLP1R,raw_pdbs/5VAI.pdb,mapped_pdb/5VAI_atlas.pdb,fastas/5VAI.fasta
,5VBL,APELIN RECEPTOR,a,APELIN RECEPTORS,P35414,HOMO SAPIENS (HUMAN),STRUCTURE OF APELIN RECEPTOR IN COMPLEX WITH AGONIST PEPTIDE,x,2.6,28528775,2017-03-29,"MA ET AL. STRUCTURAL BASIS FOR APELIN CONTROL OF THE HUMAN APELIN RECEPTOR. STRUCTURE. 2017, 25, 858.",APLNR,raw_pdbs/5VBL.pdb,mapped_pdb/5VBL_atlas.pdb,fastas/5VBL.fasta
,5VEW,GLUCAGON-LIKE PEPTIDE 1 RECEPTOR,b,,P43220,HOMO SAPIENS (HUMAN),STRUCTURE OF THE HUMAN GLP-1 RECEPTOR COMPLEX WITH PF-06372222,x,2.7,28514449,2017-04-05,"SONG ET AL. HUMAN GLP-1 RECEPTOR TRANSMEMBRANE DOMAIN STRUCTURE IN COMPLEX WITH ALLOSTERIC MODULATORS. NATURE. 2017, 546, 312.",GLP1R,raw_pdbs/5VEW.pdb,mapped_pdb/5VEW_atlas.pdb,fastas/5VEW.fasta
,5VEX,GLUCAGON-LIKE PEPTIDE 1 RECEPTOR,b,,P43220,HOMO SAPIENS (HUMAN),STRUCTURE OF THE HUMAN GLP-1 RECEPTOR COMPLEX WITH NNC0640,x,3,28514449,2017-04-05,"SONG ET AL. HUMAN GLP-1 RECEPTOR TRANSMEMBRANE DOMAIN STRUCTURE IN COMPLEX WITH ALLOSTERIC MODULATORS. NATURE. 2017, 546, 312.",GLP1R,raw_pdbs/5VEX.pdb,mapped_pdb/5VEX_atlas.pdb,fastas/5VEX.fasta
,5VRA,ADENOSINE RECEPTOR A2A,a,ADENOSINE AND ADENINE NUCLEOTIDE RECEPTORS,P29274,HOMO SAPIENS (HUMAN),2.35-ANGSTROM IN SITU MYLAR STRUCTURE OF HUMAN A2A ADENOSINE RECEPTOR AT 100 K,x,2.35,29300389,2017-05-10,"BROECKER ET AL. HIGH-THROUGHPUT IN SITU X-RAY SCREENING OF AND DATA COLLECTION FROM PROTEIN CRYSTALS AT ROOM TEMPERATURE AND UNDER CRYOGENIC CONDITIONS. NAT PROTOC. 2018, 13, 260.",ADORA2A,raw_pdbs/5VRA.pdb,mapped_pdb/5VRA_atlas.pdb,fastas/5VRA.fasta
,5W0P,RHODOPSIN,a,OPSINS,P08100,HOMO SAPIENS (HUMAN),CRYSTAL STRUCTURE OF RHODOPSIN BOUND TO VISUAL ARRESTIN DETERMINED BY X-RAY FREE ELECTRON LASER,x,3.01,28753425,2017-05-31,"ZHOU ET AL. IDENTIFICATION OF PHOSPHORYLATION CODES FOR ARRESTIN RECRUITMENT BY G PROTEIN-COUPLED RECEPTORS. CELL. 2017, 170, 457.",RHO,raw_pdbs/5W0P.pdb,mapped_pdb/5W0P_atlas.pdb,fastas/5W0P.fasta
